target	set	yes	no
86	60,54	4	7
87	60,54	2	7
88	60,54	6	8
89	60,54	1	10
90	60,54	3	9
91	60,54	2	8
92	60,54	2	7
93	60,54	1	8
94	60,54	3	6
95	60,54	1	8
96	60,54	5	5
97	60,54	0	13
98	60,54	3	7
99	60,54	0	16
100	60,54	5	4
1	61	8	2
2	61	1	9
3	61	3	7
4	61	2	7
5	61	5	7
6	61	4	8
7	61	5	6
8	61	0	9
9	61	4	5
10	61	3	6
11	61	7	2
12	61	5	5
13	61	4	6
14	61	3	8
15	61	6	4
16	61	1	9
17	61	2	9
18	61	1	9
19	61	3	9
20	61	3	6
21	61	6	3
22	61	2	15
23	61	3	6
24	61	3	11
25	61	5	4
26	61	1	9
27	61	4	6
28	61	2	9
29	61	5	4
30	61	5	8
31	61	8	4
32	61	1	8
33	61	4	5
34	61	4	9
35	61	5	8
36	61	2	9
37	61	4	10
38	61	1	8
39	61	3	7
40	61	3	6
41	61	7	4
42	61	4	9
43	61	4	5
44	61	3	7
45	61	5	4
46	61	2	7
47	61	6	5
48	61	2	10
49	61	6	4
50	61	1	14
51	61	6	4
52	61	6	4
53	61	6	4
54	61	4	10
55	61	4	5
56	61	1	8
57	61	11	2
58	61	1	8
59	61	10	3
60	61	7	11
61	61	9	5
62	61	6	7
63	61	7	2
64	61	4	8
65	61	6	4
66	61	6	4
67	61	8	4
68	61	3	6
69	61	5	4
70	61	4	9
71	61	10	1
72	61	1	8
73	61	8	2
74	61	2	7
75	61	6	3
76	61	1	8
77	61	5	4
78	61	1	8
79	61	5	4
80	61	1	8
81	61	9	2
82	61	2	7
83	61	8	4
84	61	3	6
85	61	10	3
86	61	2	9
87	61	5	4
88	61	0	10
89	61	6	4
90	61	1	9
91	61	7	4
92	61	2	7
93	61	3	6
94	61	2	7
95	61	5	5
96	61	1	8
97	61	5	4
98	61	4	7
99	61	5	4
100	61	1	8
1	61,9,45	11	6
2	61,9,45	2	12
3	61,9,45	9	1
4	61,9,45	2	9
5	61,9,45	6	4
6	61,9,45	1	9
7	61,9,45	7	6
8	61,9,45	0	10
9	61,9,45	6	4
10	61,9,45	1	11
11	61,9,45	3	6
12	61,9,45	2	9
13	61,9,45	8	4
14	61,9,45	0	10
15	61,9,45	8	3
16	61,9,45	3	7
17	61,9,45	8	8
18	61,9,45	3	7
19	61,9,45	9	1
20	61,9,45	1	8
21	61,9,45	5	9
22	61,9,45	1	12
23	61,9,45	7	4
24	61,9,45	0	17
25	61,9,45	7	4
26	61,9,45	0	16
27	61,9,45	8	6
28	61,9,45	2	9
29	61,9,45	6	6
30	61,9,45	1	15
31	61,9,45	9	2
32	61,9,45	1	12
33	61,9,45	8	4
34	61,9,45	3	10
35	61,9,45	8	4
36	61,9,45	2	8
37	61,9,45	6	5
38	61,9,45	0	10
39	61,9,45	8	4
40	61,9,45	1	9
41	61,9,45	9	5
42	61,9,45	1	13
43	61,9,45	8	8
44	61,9,45	3	8
45	61,9,45	7	2
46	61,9,45	1	9
47	61,9,45	7	4
48	61,9,45	1	10
49	61,9,45	6	5
50	61,9,45	1	9
51	61,9,45	7	3
52	61,9,45	3	11
53	61,9,45	7	3
54	61,9,45	5	4
55	61,9,45	6	4
56	61,9,45	1	9
57	61,9,45	11	5
58	61,9,45	1	12
59	61,9,45	5	4
60	61,9,45	1	10
61	61,9,45	6	4
62	61,9,45	1	14
63	61,9,45	9	4
64	61,9,45	1	12
65	61,9,45	9	5
66	61,9,45	0	9
67	61,9,45	3	6
68	61,9,45	1	8
69	61,9,45	9	7
70	61,9,45	6	11
71	61,9,45	9	3
72	61,9,45	0	10
73	61,9,45	6	4
74	61,9,45	2	9
75	61,9,45	4	7
76	61,9,45	3	8
77	61,9,45	4	5
78	61,9,45	2	8
79	61,9,45	6	4
80	61,9,45	0	9
81	61,9,45	8	8
82	61,9,45	3	11
83	61,9,45	6	6
84	61,9,45	4	7
85	61,9,45	4	8
86	61,9,45	0	13
87	61,9,45	7	3
88	61,9,45	1	9
89	61,9,45	7	4
90	61,9,45	2	12
91	61,9,45	5	6
92	61,9,45	0	11
93	61,9,45	9	8
94	61,9,45	1	10
95	61,9,45	6	5
96	61,9,45	0	9
97	61,9,45	7	2
98	61,9,45	0	11
99	61,9,45	12	4
100	61,9,45	0	10
1	62	1	9
2	62	7	3
3	62	2	8
4	62	5	6
5	62	1	9
6	62	7	4
7	62	0	9
8	62	6	4
9	62	0	12
10	62	4	6
11	62	0	10
12	62	7	3
13	62	1	11
14	62	3	6
15	62	1	10
16	62	8	2
17	62	2	7
18	62	6	4
19	62	0	12
20	62	4	6
21	62	3	8
22	62	8	1
23	62	3	7
24	62	7	3
25	62	3	8
26	62	9	1
27	62	0	9
28	62	5	5
29	62	1	9
30	62	8	6
31	62	1	9
32	62	6	3
33	62	3	11
34	62	5	5
35	62	0	9
36	62	7	2
37	62	1	9
38	62	7	5
39	62	2	11
40	62	7	2
41	62	2	9
42	62	7	3
43	62	1	10
44	62	8	3
45	62	1	10
46	62	7	2
47	62	1	9
48	62	4	6
49	62	1	9
50	62	4	5
51	62	1	10
52	62	8	3
53	62	2	9
54	62	7	2
55	62	3	7
56	62	6	4
57	62	1	8
58	62	7	5
59	62	1	10
60	62	15	2
61	62	3	7
62	62	8	1
63	62	6	3
64	62	7	3
65	62	4	8
66	62	9	2
67	62	2	8
68	62	7	4
69	62	1	10
70	62	6	5
71	62	2	8
72	62	9	1
73	62	2	8
74	62	7	3
75	62	2	8
76	62	4	6
77	62	0	11
78	62	5	6
79	62	4	10
80	62	5	6
81	62	0	11
82	62	7	2
83	62	0	10
84	62	11	2
85	62	2	7
86	62	4	6
87	62	0	11
88	62	8	8
89	62	2	9
90	62	6	3
91	62	0	10
92	62	7	3
93	62	0	9
94	62	8	4
95	62	1	9
96	62	5	5
97	62	2	7
98	62	6	8
99	62	1	8
100	62	7	2
1	62,32,22	0	10
2	62,32,22	5	4
3	62,32,22	0	9
4	62,32,22	2	12
5	62,32,22	1	11
6	62,32,22	2	7
7	62,32,22	1	8
8	62,32,22	2	10
9	62,32,22	0	10
10	62,32,22	2	10
11	62,32,22	1	9
12	62,32,22	8	2
13	62,32,22	0	13
14	62,32,22	0	12
15	62,32,22	0	12
16	62,32,22	2	9
17	62,32,22	0	9
18	62,32,22	1	12
19	62,32,22	1	11
20	62,32,22	2	9
21	62,32,22	1	10
22	62,32,22	11	2
23	62,32,22	3	9
24	62,32,22	1	10
25	62,32,22	4	8
26	62,32,22	3	7
27	62,32,22	2	7
28	62,32,22	1	8
29	62,32,22	3	9
30	62,32,22	2	9
31	62,32,22	3	10
32	62,32,22	7	3
33	62,32,22	0	9
34	62,32,22	2	8
35	62,32,22	1	9
36	62,32,22	2	11
37	62,32,22	2	9
38	62,32,22	5	10
39	62,32,22	0	9
40	62,32,22	1	9
41	62,32,22	2	9
42	62,32,22	11	0
43	62,32,22	1	11
44	62,32,22	2	8
45	62,32,22	1	12
46	62,32,22	1	11
47	62,32,22	1	8
48	62,32,22	3	8
49	62,32,22	1	9
50	62,32,22	1	11
51	62,32,22	1	9
52	62,32,22	8	1
53	62,32,22	0	9
54	62,32,22	1	8
55	62,32,22	1	9
56	62,32,22	3	10
57	62,32,22	3	7
58	62,32,22	2	7
59	62,32,22	0	9
60	62,32,22	3	10
61	62,32,22	2	9
62	62,32,22	9	1
63	62,32,22	2	8
64	62,32,22	4	7
65	62,32,22	0	11
66	62,32,22	0	10
67	62,32,22	1	8
68	62,32,22	1	9
69	62,32,22	0	11
70	62,32,22	1	11
71	62,32,22	1	9
72	62,32,22	8	1
73	62,32,22	0	12
74	62,32,22	2	9
75	62,32,22	2	7
76	62,32,22	1	8
77	62,32,22	0	13
78	62,32,22	0	9
79	62,32,22	0	11
80	62,32,22	0	11
81	62,32,22	0	11
82	62,32,22	9	1
83	62,32,22	1	9
84	62,32,22	1	13
85	62,32,22	0	11
86	62,32,22	0	10
87	62,32,22	0	10
88	62,32,22	1	9
89	62,32,22	0	10
90	62,32,22	0	9
91	62,32,22	1	10
92	62,32,22	8	5
93	62,32,22	0	9
94	62,32,22	0	13
95	62,32,22	2	11
96	62,32,22	0	9
97	62,32,22	0	13
98	62,32,22	3	10
99	62,32,22	1	8
100	62,32,22	2	10
1	63,23,43	0	10
2	63,23,43	0	13
3	63,23,43	7	2
4	63,23,43	1	8
5	63,23,43	0	10
6	63,23,43	1	10
7	63,23,43	0	9
8	63,23,43	1	8
9	63,23,43	0	10
10	63,23,43	1	12
11	63,23,43	0	9
12	63,23,43	1	9
13	63,23,43	6	3
14	63,23,43	1	10
15	63,23,43	0	10
16	63,23,43	1	8
17	63,23,43	0	9
18	63,23,43	0	9
19	63,23,43	0	9
20	63,23,43	1	8
21	63,23,43	1	13
22	63,23,43	2	11
23	63,23,43	12	2
24	63,23,43	0	10
25	63,23,43	1	8
26	63,23,43	1	8
27	63,23,43	1	12
28	63,23,43	1	11
29	63,23,43	0	9
30	63,23,43	1	8
31	63,23,43	1	8
32	63,23,43	0	9
33	63,23,43	8	2
34	63,23,43	0	10
35	63,23,43	1	8
36	63,23,43	2	8
37	63,23,43	0	10
38	63,23,43	0	13
39	63,23,43	1	16
40	63,23,43	1	8
41	63,23,43	2	7
42	63,23,43	2	7
43	63,23,43	8	2
44	63,23,43	1	9
45	63,23,43	1	9
46	63,23,43	1	9
47	63,23,43	0	10
48	63,23,43	0	9
49	63,23,43	0	9
50	63,23,43	0	10
51	63,23,43	0	9
52	63,23,43	0	14
53	63,23,43	9	1
54	63,23,43	0	10
55	63,23,43	0	9
56	63,23,43	1	9
57	63,23,43	0	9
58	63,23,43	0	13
59	63,23,43	0	9
60	63,23,43	1	8
61	63,23,43	1	9
62	63,23,43	0	10
63	63,23,43	11	1
64	63,23,43	1	9
65	63,23,43	1	8
66	63,23,43	0	9
67	63,23,43	0	9
68	63,23,43	0	10
69	63,23,43	1	9
70	63,23,43	0	10
71	63,23,43	0	9
72	63,23,43	0	11
73	63,23,43	13	1
74	63,23,43	0	9
75	63,23,43	0	9
76	63,23,43	0	11
77	63,23,43	0	12
78	63,23,43	0	9
79	63,23,43	0	9
80	63,23,43	0	9
81	63,23,43	0	10
82	63,23,43	0	11
83	63,23,43	11	0
84	63,23,43	0	9
85	63,23,43	0	10
86	63,23,43	0	10
87	63,23,43	0	11
88	63,23,43	1	9
89	63,23,43	1	9
90	63,23,43	0	9
91	63,23,43	1	11
92	63,23,43	1	8
93	63,23,43	5	4
94	63,23,43	0	10
95	63,23,43	1	11
96	63,23,43	1	9
97	63,23,43	1	8
98	63,23,43	0	10
99	63,23,43	2	12
100	63,23,43	0	10
1	63,27,81	5	5
2	63,27,81	0	10
3	63,27,81	6	6
4	63,27,81	0	10
5	63,27,81	6	6
6	63,27,81	2	9
7	63,27,81	7	4
8	63,27,81	0	11
9	63,27,81	6	4
10	63,27,81	2	8
11	63,27,81	5	5
12	63,27,81	1	10
13	63,27,81	7	7
14	63,27,81	0	9
15	63,27,81	6	6
16	63,27,81	1	12
17	63,27,81	6	5
18	63,27,81	3	7
19	63,27,81	6	5
20	63,27,81	2	11
21	63,27,81	10	4
22	63,27,81	1	9
23	63,27,81	6	5
24	63,27,81	2	7
25	63,27,81	5	5
26	63,27,81	1	8
27	63,27,81	14	1
28	63,27,81	1	8
29	63,27,81	5	5
30	63,27,81	1	9
31	63,27,81	6	4
32	63,27,81	5	9
33	63,27,81	5	5
34	63,27,81	5	5
35	63,27,81	8	3
36	63,27,81	6	5
37	63,27,81	7	6
38	63,27,81	3	7
39	63,27,81	9	6
40	63,27,81	2	8
41	63,27,81	4	5
42	63,27,81	0	9
43	63,27,81	7	3
44	63,27,81	3	8
45	63,27,81	9	2
46	63,27,81	5	7
47	63,27,81	9	5
48	63,27,81	2	9
49	63,27,81	6	4
50	63,27,81	2	11
51	63,27,81	7	4
52	63,27,81	1	8
53	63,27,81	6	3
54	63,27,81	4	8
55	63,27,81	9	3
56	63,27,81	5	9
57	63,27,81	9	3
58	63,27,81	2	13
59	63,27,81	6	4
60	63,27,81	1	8
61	63,27,81	9	5
62	63,27,81	1	9
63	63,27,81	11	0
64	63,27,81	1	8
65	63,27,81	7	3
66	63,27,81	2	10
67	63,27,81	9	5
68	63,27,81	1	8
69	63,27,81	3	7
70	63,27,81	2	7
71	63,27,81	7	3
72	63,27,81	2	8
73	63,27,81	7	4
74	63,27,81	0	10
75	63,27,81	5	4
76	63,27,81	1	8
77	63,27,81	7	3
78	63,27,81	4	7
79	63,27,81	5	5
80	63,27,81	0	11
81	63,27,81	7	2
82	63,27,81	1	10
83	63,27,81	3	7
84	63,27,81	2	9
85	63,27,81	3	7
86	63,27,81	1	8
87	63,27,81	5	6
88	63,27,81	0	11
89	63,27,81	5	4
90	63,27,81	3	6
91	63,27,81	4	6
92	63,27,81	2	9
93	63,27,81	9	5
94	63,27,81	1	10
95	63,27,81	4	5
96	63,27,81	1	8
97	63,27,81	4	6
98	63,27,81	1	8
99	63,27,81	6	6
100	63,27,81	1	10
1	63,27,99,33	3	7
2	63,27,99,33	0	10
3	63,27,99,33	9	3
4	63,27,99,33	0	11
5	63,27,99,33	3	7
6	63,27,99,33	5	8
7	63,27,99,33	6	7
8	63,27,99,33	1	11
9	63,27,99,33	8	5
10	63,27,99,33	0	12
11	63,27,99,33	3	10
12	63,27,99,33	1	10
13	63,27,99,33	5	10
14	63,27,99,33	0	10
15	63,27,99,33	5	6
16	63,27,99,33	1	9
17	63,27,99,33	5	6
18	63,27,99,33	2	10
19	63,27,99,33	3	6
20	63,27,99,33	0	14
21	63,27,99,33	4	6
22	63,27,99,33	1	11
23	63,27,99,33	5	9
24	63,27,99,33	1	15
25	63,27,99,33	3	9
26	63,27,99,33	0	10
27	63,27,99,33	8	2
28	63,27,99,33	1	10
29	63,27,99,33	6	8
30	63,27,99,33	4	8
31	63,27,99,33	6	6
32	63,27,99,33	2	9
33	63,27,99,33	9	2
34	63,27,99,33	2	10
35	63,27,99,33	5	10
36	63,27,99,33	4	9
37	63,27,99,33	5	6
38	63,27,99,33	1	8
39	63,27,99,33	10	3
40	63,27,99,33	1	14
41	63,27,99,33	5	7
42	63,27,99,33	1	12
43	63,27,99,33	6	6
44	63,27,99,33	3	9
45	63,27,99,33	7	7
46	63,27,99,33	1	11
47	63,27,99,33	7	5
48	63,27,99,33	5	8
49	63,27,99,33	7	4
50	63,27,99,33	2	9
51	63,27,99,33	3	7
52	63,27,99,33	4	14
53	63,27,99,33	10	3
54	63,27,99,33	3	6
55	63,27,99,33	6	4
56	63,27,99,33	5	10
57	63,27,99,33	7	4
58	63,27,99,33	2	8
59	63,27,99,33	7	3
60	63,27,99,33	4	9
61	63,27,99,33	3	8
62	63,27,99,33	3	8
63	63,27,99,33	10	3
64	63,27,99,33	2	9
65	63,27,99,33	3	9
66	63,27,99,33	3	7
67	63,27,99,33	7	4
68	63,27,99,33	0	9
69	63,27,99,33	6	4
70	63,27,99,33	1	10
71	63,27,99,33	7	3
72	63,27,99,33	5	8
73	63,27,99,33	8	2
74	63,27,99,33	3	8
75	63,27,99,33	7	4
76	63,27,99,33	3	11
77	63,27,99,33	4	5
78	63,27,99,33	3	8
79	63,27,99,33	8	3
80	63,27,99,33	2	8
81	63,27,99,33	10	3
82	63,27,99,33	1	11
83	63,27,99,33	8	5
84	63,27,99,33	4	7
85	63,27,99,33	6	8
86	63,27,99,33	3	7
87	63,27,99,33	7	5
88	63,27,99,33	4	5
89	63,27,99,33	8	4
90	63,27,99,33	4	6
91	63,27,99,33	4	7
92	63,27,99,33	2	11
93	63,27,99,33	7	2
94	63,27,99,33	2	13
95	63,27,99,33	4	6
96	63,27,99,33	6	6
97	63,27,99,33	11	2
98	63,27,99,33	0	9
99	63,27,99,33	11	3
100	63,27,99,33	3	10
1	63,43	0	11
2	63,43	0	11
3	63,43	7	3
4	63,43	0	14
5	63,43	1	9
6	63,43	0	9
7	63,43	0	10
8	63,43	0	11
9	63,43	1	13
10	63,43	0	11
11	63,43	1	16
12	63,43	0	12
13	63,43	11	3
14	63,43	0	10
15	63,43	1	9
16	63,43	0	12
17	63,43	0	10
18	63,43	0	13
19	63,43	1	13
20	63,43	1	10
21	63,43	0	11
22	63,43	0	10
23	63,43	10	1
24	63,43	1	9
25	63,43	0	16
26	63,43	1	10
27	63,43	0	10
28	63,43	0	11
29	63,43	1	10
30	63,43	0	10
31	63,43	3	6
32	63,43	1	10
33	63,43	7	3
34	63,43	1	9
35	63,43	2	9
36	63,43	2	8
37	63,43	1	13
38	63,43	0	12
39	63,43	3	7
40	63,43	2	7
41	63,43	2	8
42	63,43	4	8
43	63,43	7	3
44	63,43	3	7
45	63,43	1	9
46	63,43	4	10
47	63,43	3	8
48	63,43	1	9
49	63,43	1	12
50	63,43	0	9
51	63,43	0	15
52	63,43	1	13
53	63,43	6	3
54	63,43	0	9
55	63,43	1	10
56	63,43	0	10
57	63,43	5	11
58	63,43	0	10
59	63,43	2	8
60	63,43	2	9
61	63,43	1	10
62	63,43	0	9
63	63,43	13	0
64	63,43	2	13
65	63,43	3	9
66	63,43	1	9
67	63,43	0	10
68	63,43	0	11
69	63,43	3	7
70	63,43	2	7
71	63,43	1	9
72	63,43	1	9
73	63,43	7	3
74	63,43	1	11
75	63,43	2	11
76	63,43	1	8
77	63,43	0	10
78	63,43	0	10
79	63,43	0	10
80	63,43	0	11
81	63,43	0	14
82	63,43	0	10
83	63,43	5	4
84	63,43	0	11
85	63,43	0	9
86	63,43	0	10
87	63,43	0	9
88	63,43	0	12
89	63,43	1	10
90	63,43	0	13
91	63,43	1	11
92	63,43	0	9
93	63,43	6	3
94	63,43	0	10
95	63,43	1	15
96	63,43	0	11
97	63,43	1	9
98	63,43	1	10
99	63,43	1	10
100	63,43	0	13
1	63,67	1	10
2	63,67	1	8
3	63,67	1	8
4	63,67	0	10
5	63,67	1	11
6	63,67	0	9
7	63,67	3	9
8	63,67	0	9
9	63,67	0	9
10	63,67	0	9
11	63,67	1	8
12	63,67	0	11
13	63,67	1	8
14	63,67	0	11
15	63,67	1	10
16	63,67	1	11
17	63,67	2	7
18	63,67	0	11
19	63,67	3	9
20	63,67	1	8
21	63,67	0	9
22	63,67	1	8
23	63,67	1	8
24	63,67	1	12
25	63,67	2	8
26	63,67	1	8
27	63,67	1	8
28	63,67	1	11
29	63,67	3	9
30	63,67	0	9
31	63,67	1	9
32	63,67	0	10
33	63,67	1	8
34	63,67	1	8
35	63,67	0	12
36	63,67	1	8
37	63,67	1	9
38	63,67	0	12
39	63,67	1	10
40	63,67	0	10
41	63,67	3	8
42	63,67	0	9
43	63,67	1	8
44	63,67	2	8
45	63,67	0	10
46	63,67	0	10
47	63,67	2	9
48	63,67	1	10
49	63,67	2	7
50	63,67	0	10
51	63,67	3	6
52	63,67	2	7
53	63,67	3	6
54	63,67	0	9
55	63,67	2	7
56	63,67	2	9
57	63,67	4	7
58	63,67	1	8
59	63,67	2	8
60	63,67	6	6
61	63,67	6	3
62	63,67	4	5
63	63,67	5	4
64	63,67	4	5
65	63,67	7	7
66	63,67	8	3
67	63,67	7	4
68	63,67	5	6
69	63,67	5	5
70	63,67	3	7
71	63,67	4	6
72	63,67	3	8
73	63,67	6	3
74	63,67	2	9
75	63,67	5	6
76	63,67	3	9
77	63,67	5	4
78	63,67	0	11
79	63,67	3	8
80	63,67	0	9
81	63,67	4	7
82	63,67	1	10
83	63,67	4	7
84	63,67	1	12
85	63,67	2	8
86	63,67	2	8
87	63,67	1	8
88	63,67	1	8
89	63,67	1	8
90	63,67	2	9
91	63,67	1	12
92	63,67	2	10
93	63,67	3	6
94	63,67	0	12
95	63,67	0	10
96	63,67	1	9
97	63,67	1	8
98	63,67	1	8
99	63,67	2	7
100	63,67	1	11
1	64	0	10
2	64	7	3
3	64	1	9
4	64	7	4
5	64	1	8
6	64	4	5
7	64	0	11
8	64	6	3
9	64	1	9
10	64	4	5
11	64	1	8
12	64	9	6
13	64	1	8
14	64	6	4
15	64	3	9
16	64	7	2
17	64	0	9
18	64	3	6
19	64	2	8
20	64	6	4
21	64	2	11
22	64	4	6
23	64	0	10
24	64	9	3
25	64	2	8
26	64	7	3
27	64	1	10
28	64	7	3
29	64	0	9
30	64	6	4
31	64	1	9
32	64	7	3
33	64	0	12
34	64	7	3
35	64	1	11
36	64	9	1
37	64	3	9
38	64	6	3
39	64	0	10
40	64	9	5
41	64	1	8
42	64	7	3
43	64	4	6
44	64	5	5
45	64	2	7
46	64	5	5
47	64	1	12
48	64	8	3
49	64	2	7
50	64	7	3
51	64	1	9
52	64	6	4
53	64	4	6
54	64	5	6
55	64	3	6
56	64	7	3
57	64	1	8
58	64	7	3
59	64	1	11
60	64	8	3
61	64	4	5
62	64	9	6
63	64	4	7
64	64	9	0
65	64	1	9
66	64	6	3
67	64	3	7
68	64	8	1
69	64	1	8
70	64	6	5
71	64	1	9
72	64	6	3
73	64	0	9
74	64	6	3
75	64	2	7
76	64	8	2
77	64	0	15
78	64	4	5
79	64	3	6
80	64	7	2
81	64	1	8
82	64	3	6
83	64	2	8
84	64	5	5
85	64	3	7
86	64	3	7
87	64	2	11
88	64	9	2
89	64	2	8
90	64	6	3
91	64	1	9
92	64	6	3
93	64	1	9
94	64	6	4
95	64	1	11
96	64	7	6
97	64	2	8
98	64	5	5
99	64	1	8
100	64	6	3
1	64,4	2	7
2	64,4	5	4
3	64,4	1	8
4	64,4	10	0
5	64,4	1	9
6	64,4	3	6
7	64,4	2	12
8	64,4	9	1
9	64,4	0	10
10	64,4	5	5
11	64,4	0	10
12	64,4	4	5
13	64,4	0	9
14	64,4	9	2
15	64,4	1	12
16	64,4	7	3
17	64,4	0	9
18	64,4	8	3
19	64,4	0	10
20	64,4	5	5
21	64,4	1	9
22	64,4	7	4
23	64,4	1	10
24	64,4	8	1
25	64,4	1	10
26	64,4	4	6
27	64,4	1	8
28	64,4	10	3
29	64,4	1	10
30	64,4	5	4
31	64,4	1	8
32	64,4	8	2
33	64,4	0	10
34	64,4	7	4
35	64,4	0	9
36	64,4	7	3
37	64,4	0	10
38	64,4	1	8
39	64,4	2	8
40	64,4	8	2
41	64,4	1	10
42	64,4	2	7
43	64,4	2	9
44	64,4	9	0
45	64,4	1	11
46	64,4	4	9
47	64,4	0	10
48	64,4	8	1
49	64,4	1	8
50	64,4	4	6
51	64,4	0	10
52	64,4	6	5
53	64,4	2	9
54	64,4	8	3
55	64,4	3	11
56	64,4	8	2
57	64,4	1	9
58	64,4	4	7
59	64,4	1	9
60	64,4	9	1
61	64,4	0	9
62	64,4	4	6
63	64,4	1	8
64	64,4	11	1
65	64,4	0	9
66	64,4	3	8
67	64,4	1	9
68	64,4	6	5
69	64,4	1	11
70	64,4	4	7
71	64,4	1	9
72	64,4	6	3
73	64,4	0	12
74	64,4	8	2
75	64,4	0	10
76	64,4	6	5
77	64,4	0	10
78	64,4	5	5
79	64,4	1	11
80	64,4	3	6
81	64,4	1	8
82	64,4	3	6
83	64,4	1	10
84	64,4	5	4
85	64,4	1	10
86	64,4	6	9
87	64,4	0	16
88	64,4	5	4
89	64,4	0	9
90	64,4	3	7
91	64,4	0	13
92	64,4	8	11
93	64,4	0	11
94	64,4	5	6
95	64,4	0	14
96	64,4	4	6
97	64,4	0	13
98	64,4	3	7
99	64,4	0	9
100	64,4	6	4
1	64,44	0	11
2	64,44	2	8
3	64,44	0	9
4	64,44	8	2
5	64,44	0	10
6	64,44	2	9
7	64,44	0	10
8	64,44	4	12
9	64,44	0	9
10	64,44	1	8
11	64,44	0	13
12	64,44	3	9
13	64,44	0	10
14	64,44	8	3
15	64,44	1	9
16	64,44	4	6
17	64,44	1	10
18	64,44	2	8
19	64,44	1	12
20	64,44	2	9
21	64,44	0	9
22	64,44	5	5
23	64,44	0	9
24	64,44	6	3
25	64,44	2	8
26	64,44	3	6
27	64,44	0	9
28	64,44	3	8
29	64,44	0	10
30	64,44	3	8
31	64,44	0	10
32	64,44	4	7
33	64,44	0	9
34	64,44	13	1
35	64,44	3	13
36	64,44	4	6
37	64,44	1	8
38	64,44	3	8
39	64,44	0	9
40	64,44	5	7
41	64,44	3	7
42	64,44	5	8
43	64,44	1	8
44	64,44	10	0
45	64,44	2	8
46	64,44	5	5
47	64,44	2	7
48	64,44	6	4
49	64,44	0	11
50	64,44	5	6
51	64,44	2	11
52	64,44	3	8
53	64,44	1	9
54	64,44	8	2
55	64,44	4	7
56	64,44	4	5
57	64,44	0	12
58	64,44	2	8
59	64,44	2	7
60	64,44	4	6
61	64,44	1	10
62	64,44	2	7
63	64,44	2	8
64	64,44	9	0
65	64,44	0	13
66	64,44	11	3
67	64,44	0	10
68	64,44	3	7
69	64,44	1	8
70	64,44	3	11
71	64,44	0	12
72	64,44	2	8
73	64,44	0	10
74	64,44	7	3
75	64,44	2	13
76	64,44	4	7
77	64,44	0	9
78	64,44	3	7
79	64,44	0	9
80	64,44	2	8
81	64,44	1	10
82	64,44	2	9
83	64,44	1	9
84	64,44	7	4
85	64,44	1	9
86	64,44	4	6
87	64,44	2	8
88	64,44	3	6
89	64,44	1	9
90	64,44	2	10
91	64,44	0	9
92	64,44	3	6
93	64,44	0	10
94	64,44	9	2
95	64,44	1	9
96	64,44	3	6
97	64,44	0	9
98	64,44	5	7
99	64,44	0	10
100	64,44	2	8
1	64,94,84	1	8
2	64,94,84	0	9
3	64,94,84	2	9
4	64,94,84	5	4
5	64,94,84	1	8
6	64,94,84	1	13
7	64,94,84	0	10
8	64,94,84	1	10
9	64,94,84	0	13
10	64,94,84	0	11
11	64,94,84	0	11
12	64,94,84	0	9
13	64,94,84	0	11
14	64,94,84	10	0
15	64,94,84	0	9
16	64,94,84	1	8
17	64,94,84	0	9
18	64,94,84	0	12
19	64,94,84	0	10
20	64,94,84	1	10
21	64,94,84	0	9
22	64,94,84	0	9
23	64,94,84	1	8
24	64,94,84	7	3
25	64,94,84	1	12
26	64,94,84	0	16
27	64,94,84	0	11
28	64,94,84	0	10
29	64,94,84	0	9
30	64,94,84	0	9
31	64,94,84	0	11
32	64,94,84	1	8
33	64,94,84	0	10
34	64,94,84	6	3
35	64,94,84	0	10
36	64,94,84	0	10
37	64,94,84	1	10
38	64,94,84	0	16
39	64,94,84	0	13
40	64,94,84	1	13
41	64,94,84	0	9
42	64,94,84	2	9
43	64,94,84	0	9
44	64,94,84	8	2
45	64,94,84	0	10
46	64,94,84	1	10
47	64,94,84	0	9
48	64,94,84	0	10
49	64,94,84	0	9
50	64,94,84	2	7
51	64,94,84	0	11
52	64,94,84	2	7
53	64,94,84	0	10
54	64,94,84	9	0
55	64,94,84	0	9
56	64,94,84	0	10
57	64,94,84	1	12
58	64,94,84	0	9
59	64,94,84	0	9
60	64,94,84	0	9
61	64,94,84	0	9
62	64,94,84	1	8
63	64,94,84	0	13
64	64,94,84	8	1
65	64,94,84	0	10
66	64,94,84	0	9
67	64,94,84	0	9
68	64,94,84	0	9
69	64,94,84	0	9
70	64,94,84	0	11
71	64,94,84	1	9
72	64,94,84	1	10
73	64,94,84	0	9
74	64,94,84	7	2
75	64,94,84	1	8
76	64,94,84	0	9
77	64,94,84	0	9
78	64,94,84	1	10
79	64,94,84	0	10
80	64,94,84	1	9
81	64,94,84	0	11
82	64,94,84	1	11
83	64,94,84	0	10
84	64,94,84	6	3
85	64,94,84	1	8
86	64,94,84	1	9
87	64,94,84	0	10
88	64,94,84	0	12
89	64,94,84	0	11
90	64,94,84	1	10
91	64,94,84	0	11
92	64,94,84	0	9
93	64,94,84	1	10
94	64,94,84	8	3
95	64,94,84	1	8
96	64,94,84	1	8
97	64,94,84	0	13
98	64,94,84	1	8
99	64,94,84	0	9
100	64,94,84	0	10
1	64,96,24,56	0	9
2	64,96,24,56	2	9
